dim,act_mean,act_var,act_std,act_skew,act_excess_kurtosis,act_q95_abs,act_q99_abs,act_max_abs,act_tail_ratio,recon_mean,recon_var,recon_std,recon_skew,recon_excess_kurtosis,recon_q95_abs,recon_q99_abs,recon_max_abs,recon_tail_ratio,var_delta,kurtosis_delta,tail_ratio_delta,abs_mean_delta
1076,0.446139,7.0705905,2.659058,0.012654697,0.1018126,5.375,7.125,11.25,5.2685003,0.71243733,4.1181417,2.0293205,0.0036206073,0.16581368,4.25,5.625,10.1875,5.973389,-2.9524488,0.06400108,0.7048888,0.26629832
1077,0.57806283,7.0966663,2.6639569,0.09101947,0.1593175,5.40625,7.21875,12.1875,5.656027,0.26928017,4.4368486,2.1063828,0.121991225,0.41980338,4.25,5.84375,11.375,6.8481317,-2.6598177,0.2604859,1.1921048,0.30878267
1078,-1.0579997,6.9584436,2.6378863,0.02886085,0.18179035,5.5625,7.4375,11.5,5.08532,-0.7808815,4.218887,2.053993,0.041646905,0.28372073,4.375,5.8125,9.1875,5.275868,-2.7395568,0.10193038,0.19054794,0.2771182
1079,0.30842936,5.957736,2.4408474,0.0745377,0.2982316,4.875,6.5625,11.5,5.938904,0.16622119,3.5173774,1.8754673,0.06145656,0.31370473,3.71875,5.0625,9.375,6.316933,-2.4403586,0.015473127,0.37802935,0.14220817
1080,0.6482937,7.45096,2.7296448,0.05527411,0.3327284,5.59375,7.46875,13.3125,6.0350146,0.24022901,4.651449,2.1567218,0.12019502,0.4511652,4.375,6.000305,10.5625,6.2352138,-2.799511,0.11843681,0.20019913,0.40806466
1081,0.40272483,5.8656487,2.42191,0.047561582,0.29450083,4.875,6.5625,12.375,6.409069,-0.17328475,3.2254813,1.7959625,0.041063536,0.55422974,3.609375,5.0,8.625,6.11524,-2.6401675,0.2597289,-0.29382896,0.5760096
1082,0.06457782,16.025705,4.003212,0.15668532,0.4441061,8.0625,11.0625,22.75,7.2540197,0.08403711,13.449987,3.6674225,0.16061664,0.4651158,7.40625,10.125,16.375,5.7221174,-2.575718,0.021009684,-1.5319023,0.019459292
1083,0.079391785,5.8148856,2.4114075,-0.0105611,0.33111358,4.75,6.5625,10.1875,5.3665156,-0.31218725,3.7643995,1.940206,-0.36387998,2.0733342,3.828125,5.28125,13.125,8.657126,-2.050486,1.7422206,3.2906108,0.39157903
1084,-0.56470066,6.866567,2.6204135,0.030299246,0.19275236,5.25,6.96875,12.0,5.6177883,-0.35308263,4.082404,2.020496,0.027219908,0.27368832,4.03125,5.34375,9.75,5.9873724,-2.784163,0.080935955,0.36958408,0.21161804
1085,0.33542863,7.5059166,2.7396927,0.0082347905,0.460675,5.4375,7.531555,12.25,5.649625,0.026034765,4.9790606,2.231381,-0.03612622,0.884604,4.40625,6.125,12.4375,7.1515107,-2.526856,0.42392898,1.5018859,0.30939385
1086,0.66601145,6.2921863,2.508423,0.05251328,0.14944434,5.0625,6.844055,10.625,5.1714334,0.7967852,3.676852,1.9175119,0.06633681,0.31457686,4.125,5.46875,10.0625,6.1360636,-2.6153343,0.16513252,0.9646301,0.13077372
1087,-0.34768647,7.3549,2.7119918,0.16540134,0.37485242,5.375,7.375,11.25,5.2207036,-0.37612948,4.3693275,2.0902936,0.23119892,0.54130244,4.1875,5.75,9.625,5.7497544,-2.9855723,0.16645002,0.5290508,0.028443009
1088,0.4712669,7.448172,2.7291338,-0.15849929,0.27806592,5.4375,7.3125,13.875,6.310779,0.32406756,5.00085,2.236258,-0.27198663,0.60254455,4.46875,6.125305,13.25,7.4500165,-2.447322,0.32447863,1.1392374,0.14719933
1089,0.39609772,6.1110783,2.4720595,-0.05459048,0.20688605,4.96875,6.625,9.875,4.978402,0.3049682,3.4575484,1.8594484,-0.032882724,0.2550838,3.703125,5.0,8.1875,5.5066032,-2.65353,0.048197746,0.5282011,0.09112951
1090,0.46740502,6.2760377,2.505202,0.0126751615,0.28409457,5.125,6.84375,11.875,5.9189973,0.18181418,3.4905164,1.8682923,0.047062837,0.3290789,3.71875,5.03125,9.5625,6.473846,-2.7855213,0.04498434,0.5548487,0.28559083
1091,-0.019342175,5.7829843,2.4047837,-0.028050018,0.2062099,4.75,6.4375,10.375,5.4577637,-0.045206934,3.3551958,1.8317194,-0.008056197,0.3233149,3.625,4.96875,8.625,5.991298,-2.4277885,0.11710501,0.5335345,0.02586476
1092,-0.87032354,6.2049747,2.4909787,0.07213027,0.15518427,5.125,6.8125,11.875,5.6334405,-0.09998779,3.7860305,1.9457725,0.051909823,0.09128809,3.859375,5.09375,7.65625,4.9500837,-2.4189441,-0.06389618,-0.68335676,0.77033573
1093,0.07672674,6.7566376,2.5993533,-0.06255585,0.13071251,5.125,6.8125,12.125,5.8823385,-0.09652582,3.9485278,1.9870902,-0.101851664,0.4299605,3.96875,5.5,9.1875,5.89739,-2.8081098,0.29924798,0.015051365,0.17325255
1094,0.22788134,14.057461,3.7493281,-0.064619035,0.7778764,7.6875,10.75,18.25,6.318023,0.18497778,11.442766,3.3827157,-0.1720568,1.0028496,6.90625,9.875,16.75,6.4770803,-2.6146946,0.2249732,0.15905714,0.042903557
1095,-0.068732925,6.464819,2.5426009,0.105934136,0.3794949,5.0625,6.9375,11.625,5.8222623,-0.2026124,4.019545,2.0048804,0.2535901,0.60869336,4.03125,5.59375,8.6875,5.5177293,-2.4452739,0.22919846,-0.304533,0.13387948
1096,-1.0573773,6.868425,2.620768,0.098450236,0.30973363,5.5625,7.375,11.75,5.2215424,-0.7482748,3.9564762,1.9890893,0.13264704,0.5024767,4.1875,5.625,9.75,5.792466,-2.9119487,0.19274306,0.5709238,0.30910254
1097,-0.15246478,8.00715,2.8296907,-0.0032934465,0.47767448,5.6875,7.625305,14.25,6.415373,-0.22620983,5.7590365,2.3997993,-0.124062575,0.8192284,4.8125,6.8125,12.5625,6.7362485,-2.2481132,0.34155393,0.32087564,0.07374506
1098,-0.7223866,6.6885023,2.5862138,0.03411767,0.264318,5.34375,7.0625,11.25,5.306271,-0.8105485,4.1346984,2.0333958,-0.003790922,0.3079269,4.375,5.75,9.9375,5.745205,-2.553804,0.043608904,0.43893385,0.088161886
1099,1.064388,6.9815655,2.6422653,-0.05732313,0.27646255,5.625,7.375,13.4375,5.9376636,0.32773477,4.3183336,2.0780602,-0.18015432,0.52967,4.15625,5.65625,10.625,6.4139204,-2.6632318,0.25320745,0.47625685,0.73665327
1100,0.32337418,6.4379296,2.5373075,-0.04119121,0.28936172,5.0625,6.8125,12.375,6.128786,0.33463907,3.9422617,1.985513,0.025964754,0.3923955,3.984375,5.375,12.8125,8.080298,-2.495668,0.10303378,1.9515123,0.01126489
1101,-1.9665977,8.946985,2.991151,-0.027656024,0.19579077,6.9375,9.125,17.0,5.91793,-1.6127987,5.4717565,2.3391786,0.01228996,0.24906588,5.5,7.1875,12.875,5.634905,-3.4752288,0.05327511,-0.28302526,0.353799
1102,0.010729577,6.588183,2.5667455,-0.0069584185,0.26283383,5.0625,6.875,11.25,5.56127,0.24945615,3.8314192,1.9574012,-0.04599709,0.357064,3.90625,5.28125,8.9375,5.7470117,-2.7567637,0.094230175,0.18574142,0.23872657
1103,-0.9174093,6.6462865,2.5780392,0.058518752,0.1856718,5.4375,7.15625,11.25,5.17252,-1.1814847,3.9965293,1.9991322,0.02787267,0.18059778,4.5,5.9375,9.3125,4.9924383,-2.6497571,-0.005074024,-0.18008184,0.2640754
1104,0.7903542,6.667343,2.58212,0.028853718,0.14546108,5.34375,6.937805,12.4375,5.812893,0.3123549,4.094828,2.0235682,0.009829711,0.33421874,4.0625,5.5625,9.875,6.1228456,-2.572515,0.18875766,0.30995274,0.4779993
1105,1.0607567,6.854861,2.6181788,0.030261979,0.17755532,5.625,7.28125,13.75,6.140796,0.56769294,4.1563077,2.0387025,0.051725376,0.40890574,4.1875,5.78125,10.125,6.087019,-2.698553,0.23135042,-0.053777218,0.49306375
1106,-0.22132446,6.5281377,2.555022,-0.028472738,0.102483034,5.0625,6.65625,10.625,5.219593,-0.058158327,3.8838992,1.9707611,-0.02087518,0.19079423,3.90625,5.125305,9.1875,5.900068,-2.6442385,0.088311195,0.68047476,0.16316614
1107,-0.35261354,6.579953,2.565142,0.014362947,0.074644804,5.125,6.75,11.0,5.346348,-0.22070488,3.7992368,1.9491631,-0.017275086,0.23577595,3.859375,5.28125,8.1875,5.277949,-2.7807164,0.16113114,-0.06839895,0.13190866
1108,-1.1526223,11.885556,3.4475434,-0.010669382,0.102797985,7.15625,9.4375,15.3125,5.2996283,-1.0481681,8.557054,2.925244,-0.071722955,0.19618249,6.15625,8.25,14.25,5.7990336,-3.3285027,0.093384504,0.49940538,0.10445428
1109,0.22677207,6.334511,2.5168455,0.04309269,0.17574286,4.970276,6.6875,11.0625,5.534683,-0.21948032,3.929865,1.9823887,0.0009885156,0.36182404,3.953125,5.4375,9.875,6.2922106,-2.404646,0.18608117,0.75752735,0.4462524
1110,0.34943384,6.254079,2.5008156,-0.0231109,0.18981957,4.96875,6.6875,12.375,6.178854,0.10245637,3.4832418,1.8663445,-0.036307443,0.36327362,3.71875,5.125,7.875,5.372456,-2.770837,0.17345405,-0.8063979,0.24697748
1111,0.3726583,6.993902,2.6445987,0.06069792,0.17814064,5.3125,7.09375,11.1875,5.302678,0.34987143,4.1512213,2.0374546,0.06469843,0.28766298,4.125,5.59375,9.0625,5.5742927,-2.842681,0.10952234,0.27161455,0.022786885
1112,-0.9669589,6.8245125,2.6123767,0.039473377,0.21111798,5.4375,7.15625,13.4375,6.0639186,-0.50654685,3.900616,1.9749978,0.12688619,0.2747531,4.03125,5.281555,8.8125,5.437269,-2.9238966,0.06363511,-0.6266494,0.46041203
1113,-0.28863072,9.756531,3.1235447,0.0108862035,0.13906837,6.1875,8.31311,14.75,5.9286547,0.032202784,6.269315,2.50386,0.008494655,0.19719195,4.9375,6.625,12.125,6.1286654,-3.487216,0.05812359,0.20001078,0.3208335
1114,0.9270504,24.241016,4.9235168,0.047511417,0.21319199,9.875,13.31311,21.25,5.3657494,1.2340198,20.15534,4.48947,0.065323666,0.2976961,9.25,12.5,22.0,5.9928584,-4.085676,0.08450413,0.62710905,0.30696934
1115,0.68265665,6.634466,2.5757458,-0.054701064,0.21904087,5.21875,7.031555,11.125,5.260216,0.21813442,3.6870754,1.9201759,0.02307367,0.32515144,3.890625,5.219055,8.4375,5.569325,-2.9473908,0.10611057,0.30910873,0.46452224
1116,0.0041892272,10.248296,3.2012959,-0.05107793,0.51680756,6.40625,8.68811,15.6875,6.2974277,-0.32283473,7.755912,2.7849438,-0.021301031,0.5925312,5.65625,7.8125,13.1875,6.0539436,-2.492384,0.07572365,-0.24348402,0.32702395
1117,-0.43939433,6.5947,2.5680149,0.06510721,0.23555446,5.125,6.84375,11.0,5.339139,-0.31881768,3.702431,1.9241703,0.024802033,0.3115399,3.84375,5.28125,8.5,5.5327187,-2.892269,0.07598543,0.19357967,0.12057665
1118,0.5132154,6.5171447,2.5528698,0.03456465,0.14943624,5.125,6.812805,10.5,5.087137,0.18902005,3.799077,1.9491221,0.06412623,0.22738314,3.921875,5.1875,8.8125,5.6985373,-2.7180676,0.0779469,0.6114001,0.32419538
1119,-0.4403275,8.693944,2.9485495,-0.008625902,0.107405186,5.84375,7.75,13.6875,5.7590537,-0.43360233,6.046964,2.4590576,-0.02414535,0.050372362,4.84375,6.5,10.6875,5.369515,-2.6469798,-0.057032824,-0.38953876,0.0067251623
1120,0.5416958,6.833966,2.6141856,0.087623395,0.13883853,5.3125,7.125,11.4375,5.4276013,0.41955316,3.7981546,1.9488854,0.053198177,0.26758122,3.984375,5.375,9.0625,5.781704,-3.0358112,0.1287427,0.3541026,0.12214261
1121,-1.0288215,6.562864,2.5618086,0.0022759004,0.23401642,5.40625,7.25,12.75,5.8079195,-0.32203087,3.4138863,1.8476706,-0.037685078,0.18772411,3.71875,4.9375,9.875,6.6597543,-3.1489775,-0.046292305,0.8518348,0.70679057
1122,0.04915559,7.329869,2.7073731,-0.040653683,0.25565076,5.375,7.28125,11.25,5.2664604,0.011398779,4.4067855,2.0992346,-0.22451666,0.69351244,4.125,5.8125,10.8125,6.595696,-2.9230833,0.43786168,1.3292356,0.037756808
1123,-0.50349915,6.7382545,2.5958147,-0.041091647,0.18507862,5.1875,6.906555,13.875,6.624859,-0.18742539,4.2694163,2.0662565,0.008554526,0.30289197,4.15625,5.5625,10.25,6.2809544,-2.4688382,0.11781335,-0.3439045,0.31607378
1124,-1.0119561,10.44051,3.2311778,-0.033669934,0.4860804,6.78125,9.25,17.625,6.6322255,-0.70138234,7.251306,2.6928248,-0.12442694,0.49533677,5.625,7.75,12.0,5.533324,-3.1892037,0.009256363,-1.0989017,0.31057376
1125,-0.18858063,7.01341,2.6482844,0.009948202,0.17253447,5.25,7.0,11.0625,5.2682533,-0.14295773,4.410517,2.1001232,0.09207419,0.34827304,4.1875,5.6875,9.125,5.5007615,-2.6028929,0.17573857,0.23250818,0.0456229
1126,0.3172758,22.2413,4.7160683,0.0897145,0.06981182,9.25,12.375,22.25,5.8881545,0.3774063,19.45265,4.410516,0.12368172,0.26020265,8.8125,11.9375,20.375,5.8219724,-2.7886505,0.19039083,-0.06618214,0.060130507
1127,0.12179399,11.353812,3.369542,-0.09522425,0.7772205,7.0,9.56311,19.0,7.3673205,0.2259912,9.333368,3.055056,-0.11602957,0.89879274,6.40625,8.75,14.5625,6.2751555,-2.020444,0.121572256,-1.092165,0.10419721
1128,0.22825688,16.287062,4.035723,0.027385315,0.4699614,8.125,10.87561,19.25,6.161573,-0.005080127,13.650476,3.6946552,-0.005920827,0.56040406,7.53125,10.125,17.875,6.291213,-2.6365852,0.09044266,0.1296401,0.23333701
1129,0.8451682,5.8259087,2.413692,-0.021958262,0.16197395,5.001526,6.6875,10.6875,5.252695,0.29453748,3.4426534,1.8554388,-0.05859213,0.36967158,3.71875,5.09375,9.125,6.1689878,-2.3832552,0.20769763,0.91629267,0.5506307
1130,-0.17464498,6.591765,2.5674434,0.00496834,0.37789893,5.0625,7.0,11.25,5.5502205,0.25105387,3.7111504,1.9264346,-0.09994859,0.27014613,3.828125,5.15625,9.3125,6.04919,-2.8806145,-0.1077528,0.49896955,0.42569885
1131,0.7608302,12.818448,3.580286,-0.06471036,0.3095069,7.28125,9.75,16.375,5.673966,0.5798575,10.495262,3.2396393,-0.043299023,0.39412522,6.53125,8.87561,15.1875,5.8709345,-2.323186,0.08461833,0.19696856,0.1809727
1132,-0.2536551,6.83295,2.6139913,-0.005620296,0.291152,5.28125,7.031555,11.625,5.6349983,0.21323365,4.4588017,2.1115875,0.003408901,0.5248575,4.28125,5.875,11.1875,6.7707467,-2.3741484,0.23370552,1.1357484,0.46688876
1133,0.30643186,6.320613,2.514083,0.024246868,0.17930174,4.970276,6.719055,11.5,5.738453,-0.30022493,3.6724617,1.9163668,-0.0356238,0.25450993,3.828125,5.15625,9.25,6.0341,-2.6481512,0.07520819,0.29564714,0.6066568
1134,-0.3207855,6.7481937,2.5977285,-0.09054281,0.23312402,5.15625,7.0,12.0,5.8091497,-0.19164887,3.8300898,1.9570615,-0.16859996,0.25438404,3.890625,5.25,9.3125,6.0086837,-2.918104,0.021260023,0.19953394,0.12913662
1135,-0.6670526,12.728945,3.5677648,-0.051045805,0.3604622,7.1875,9.8125,16.125,5.650514,-0.38538375,9.903428,3.1469712,-0.11915135,0.49819946,6.375,8.8125,16.125,6.5309844,-2.8255167,0.13773727,0.8804703,0.28166887
1136,-0.23356526,6.6972117,2.587897,0.035190146,0.18885589,5.125,6.9375,11.0,5.336657,-0.25694647,4.1628647,2.04031,-0.007466925,0.3476467,4.0625,5.53125,9.9375,6.127642,-2.534347,0.15879083,0.7909851,0.023381218
1137,-0.6000548,10.302106,3.2096894,0.07239823,0.17726707,6.375,8.5,14.25,5.4903803,-0.13797094,7.06825,2.6586182,0.12580302,0.35678506,5.282776,7.15625,12.3125,5.8809037,-3.2338557,0.17951798,0.39052343,0.46208388
1138,-0.31760466,6.4977508,2.5490687,-0.028126948,0.17269611,5.0625,6.84375,10.6875,5.2520504,-0.093416624,3.9202726,1.9799678,0.015845578,0.22379923,3.9375,5.28125,8.8125,5.637694,-2.5774782,0.051103115,0.38564348,0.22418803
1139,0.0769866,9.748791,3.1223054,-0.036855355,0.54617405,6.28125,8.5625,15.9375,6.56246,-0.2115876,7.5311713,2.744298,-0.036933277,0.635406,5.5,7.65625,15.25,7.1507716,-2.2176194,0.08923197,0.5883117,0.2885742
1140,-0.48013437,6.397176,2.529264,0.024008857,0.20877242,5.0625,6.8125,12.0625,5.9089484,-0.45519406,3.4844477,1.8666675,-0.008261247,0.34326744,3.828125,5.125,9.75,6.4374714,-2.912728,0.13449502,0.52852297,0.024940312
1141,-0.05723546,6.9375377,2.6339207,0.061572142,0.20093465,5.1875,7.03125,10.75,5.150092,0.3347747,4.1592155,2.0394154,0.09939946,0.2197535,4.09375,5.5,9.0625,5.5584617,-2.7783222,0.018818855,0.40836954,0.39201015
1142,-0.023617571,10.246117,3.2009556,-0.09154101,0.13470197,6.3125,8.375,13.8125,5.4339643,0.043565135,6.7527556,2.5986066,-0.079236306,0.28821373,5.15625,6.96875,12.75,6.2239547,-3.493361,0.15351176,0.7899904,0.067182705
1143,-0.27453986,6.18474,2.4869137,-0.043420214,0.24130297,4.9375,6.625,11.0,5.5713754,-0.1594366,3.3987343,1.8435657,-0.13773349,0.40328145,3.6875,5.031555,9.875,6.797803,-2.7860057,0.16197848,1.2264276,0.11510326
1144,-0.4097323,7.5128474,2.7409575,-0.107135415,0.07843518,5.46875,7.34375,12.4375,5.665172,-0.019403368,5.029408,2.242634,-0.18523686,0.21569252,4.4375,6.0625,9.5,5.36569,-2.4834394,0.13725734,-0.29948187,0.39032894
1145,-0.41370732,7.3716836,2.7150846,-0.011185962,0.29818773,5.46875,7.375,12.375,5.7247114,-0.21299912,4.904809,2.2146804,-0.03710147,0.46352625,4.40625,6.0625,10.4375,5.9934983,-2.4668746,0.16533852,0.2687869,0.2007082
1146,-0.20192693,6.1844306,2.4868515,0.08513869,0.24904537,4.875,6.625,12.5625,6.360423,0.0087771,3.5226753,1.8768791,0.120335415,0.28229237,3.71875,5.0625,9.75,6.5942163,-2.6617553,0.033246994,0.23379326,0.21070403
1147,-0.9693377,7.1599874,2.6758153,-0.0049416074,0.12533379,5.564026,7.375,13.25,5.84204,-0.4197211,4.533952,2.129308,-0.055269007,0.23343754,4.28125,5.75,9.5625,5.5665283,-2.6260352,0.10810375,-0.27551174,0.5496166
1148,0.5818415,42.97443,6.5554886,-0.5391222,0.44876456,12.8125,17.5,30.0,5.707699,0.24259141,39.029694,6.247375,-0.55312467,0.63494325,12.5,17.25,28.625,5.830493,-3.9447365,0.18617868,0.12279415,0.33925012
1149,9.074739,131.7815,11.479612,1.3060359,2.2415423,33.0,47.75,63.25,6.050489,7.734381,133.17592,11.540187,1.5205836,3.131123,31.25,49.0,69.0,7.266028,1.3944244,0.8895807,1.215539,1.3403583
1150,1.4351833,25.495937,5.0493503,-0.0073371935,-0.14073253,10.375,13.125,21.875,5.155153,0.8273513,23.158928,4.812372,-0.06433419,0.0021789074,9.6875,12.5625,18.75,4.7806177,-2.3370094,0.14291143,-0.37453508,0.607832
1151,-0.37592494,6.952037,2.6366715,0.009075909,0.08190155,5.1875,6.9375,11.625,5.477484,-0.37010816,4.286025,2.0702717,0.02848762,0.19817114,4.1875,5.625,9.125,5.4874015,-2.6660118,0.11626959,0.009917259,0.0058167875
1152,-0.70563877,6.4947357,2.5484772,0.008880492,0.2337482,5.21875,7.0625,10.6875,5.125552,-0.22391216,3.768105,1.9411608,-0.108663306,0.47288132,3.875,5.375,9.5,6.2171793,-2.7266307,0.23913312,1.0916271,0.4817266
1153,-1.1599498,6.703857,2.5891807,-0.014101608,0.15168,5.53125,7.34375,13.875,6.134781,-0.7265464,3.8249328,1.9557436,0.017531058,0.22722292,4.0625,5.5,9.625,5.8000937,-2.8789241,0.07554293,-0.33468723,0.43340337
1154,-0.9173153,6.5932584,2.567734,0.10581643,0.30334258,5.3125,7.125,12.0,5.5233684,-0.44897667,3.7064106,1.925204,0.063087545,0.402076,3.9375,5.21875,9.5625,6.129258,-2.8868477,0.098733425,0.6058898,0.46833864
1155,-0.9020184,10.719379,3.2740464,0.0077526136,0.23273134,6.65625,9.0625,14.4375,5.3472567,-0.767859,7.2207804,2.687151,-0.031852935,0.2700932,5.5,7.406555,13.1875,5.962143,-3.498599,0.03736186,0.6148863,0.13415945
1156,-2.3445354,27.564959,5.250234,-0.040401753,0.3965211,11.5,15.25,27.0,5.9554343,-1.726952,24.34584,4.93415,-0.078363396,0.54340816,10.4375,14.25,27.75,6.7847695,-3.219118,0.14688706,0.8293352,0.6175834
1157,-0.10693432,6.0587754,2.461458,-0.03780968,0.14596772,4.875,6.5625,10.125,5.203871,-0.07754756,3.350373,1.8304024,-0.13569474,0.33206677,3.640625,4.9375,9.0625,6.2835007,-2.7084024,0.18609905,1.0796299,0.029386759
1158,-0.12988919,10.114743,3.1803684,0.05381365,0.6579728,6.5625,8.8125,14.9375,6.0986586,0.13776301,7.816143,2.7957366,0.11680252,0.8413987,5.75,8.0,13.0,6.0729175,-2.2986002,0.1834259,-0.0257411,0.2676522
1159,-0.45232663,9.293356,3.0485005,0.034992248,0.086188555,6.0625,8.0,12.1875,4.975084,0.41241747,5.7471666,2.3973248,-0.008725837,0.23330092,4.84375,6.4375,12.25,6.385098,-3.5461893,0.14711237,1.4100142,0.86474407
1160,-0.72192687,5.7220955,2.39209,-0.035062026,0.13113832,4.9375,6.59375,11.0,5.5578003,-0.5040646,3.3793237,1.8382937,-0.03334133,0.29990625,3.796875,5.1875,9.375,6.251696,-2.3427718,0.16876793,0.6938958,0.21786225
1161,-0.14088497,6.4826546,2.5461059,-0.018660547,0.1505034,5.0625,6.625,12.0625,5.9716496,0.079330444,3.8763871,1.9688543,-0.042832773,0.27500892,3.844513,5.25,9.875,6.3511157,-2.6062675,0.12450552,0.37946606,0.22021541
1162,-0.6079334,7.066115,2.6582165,0.029480504,0.1712668,5.375,7.21875,13.0,6.0089407,-0.46276948,4.3421383,2.0837798,0.052183587,0.20391893,4.1875,5.5625,10.5625,6.2354345,-2.7239766,0.03265214,0.22649384,0.14516392
1163,-0.015977075,8.721938,2.9532928,0.041169006,0.18075418,5.84375,7.844055,13.625,5.8310595,0.100499466,6.07217,2.4641774,0.058644988,0.17055011,4.875,6.46875,10.5,5.3919206,-2.6497684,-0.010204077,-0.4391389,0.11647654
1164,-0.19552454,7.0329413,2.6519694,-0.031848762,0.29837394,5.25,7.1875,12.125,5.786479,-0.4175147,3.8921907,1.9728636,0.025926024,0.4385147,4.03125,5.437805,9.8125,6.1923976,-3.1407506,0.14014077,0.4059186,0.22199017
1165,-0.2587296,6.9832735,2.6425884,-0.04802874,0.21795583,5.28125,7.09375,12.0,5.732161,-0.20144063,4.285016,2.070028,-0.091781616,0.3445506,4.125,5.59375,9.375,5.742339,-2.6982574,0.12659478,0.010178089,0.057288975
1166,0.04165227,5.513466,2.348077,0.018306738,0.13102078,4.625,6.21875,10.0625,5.403467,-0.04908242,3.2127872,1.7924249,0.022728639,0.2718475,3.546875,4.75,8.125,5.742635,-2.3006787,0.1408267,0.3391676,0.09073469
1167,-0.36940542,7.547499,2.7472713,0.021300469,0.16041946,5.5,7.25,12.25,5.5734873,-0.05865884,4.876387,2.2082543,0.042308107,0.4054029,4.40625,6.0625,10.25,5.920366,-2.671112,0.24498343,0.34687853,0.31074658
1168,0.21024272,5.850425,2.418765,-0.12653983,0.19907379,4.8125,6.3125,12.6875,6.5956926,-0.23898257,3.333502,1.825788,-0.03744225,0.14632058,3.65625,4.78125,8.625,5.9135795,-2.5169227,-0.05275321,-0.6821132,0.4492253
1169,-0.4750539,7.132764,2.6707234,-0.01996342,0.17102623,5.375,7.21875,11.6875,5.4464006,-0.32795003,4.635741,2.1530771,-0.04035277,0.25018716,4.34375,5.875,9.125,5.32565,-2.4970226,0.07916093,-0.12075043,0.14710388
1170,0.08966885,262.97076,16.216373,-19.04102,383.93634,7.0,10.6875,380.0,110.45065,0.28395155,206.8821,14.383396,-19.228985,396.70416,6.84375,10.75,352.0,109.38834,-56.08867,12.767822,-1.0623093,0.19428271
1171,0.2017717,5.9757037,2.4445252,0.05051916,0.20962214,4.875,6.5,11.375,5.866674,0.291089,3.5060143,1.8724355,0.01029793,0.40668154,3.765625,5.15625,9.5,6.379011,-2.4696894,0.1970594,0.5123372,0.08931729
1172,0.8112054,6.141725,2.4782505,0.041876096,0.2304616,5.125,6.875,13.625,6.613714,0.048784863,3.4342446,1.8531715,0.018374825,0.35692716,3.703125,4.96875,10.25,7.03924,-2.7074804,0.12646556,0.42552567,0.76242054
1173,1.4502422,8.223822,2.8677206,0.07594481,0.12117815,6.25,8.5,14.0,5.471121,0.7602628,5.284384,2.2987788,-0.011867538,0.2777462,4.75,6.5,10.9375,5.704717,-2.9394379,0.15656805,0.23359632,0.6899794
1174,0.028768377,6.0544424,2.4605777,0.031559225,0.11145258,4.84375,6.40625,10.1875,5.220491,0.3477646,3.6843035,1.919454,0.024971854,0.25326753,3.859375,5.25,8.25,5.363831,-2.370139,0.14181495,0.14334011,0.31899622
1175,-0.7903455,6.3657823,2.52305,0.009531866,0.20869923,5.15625,7.0625,11.0625,5.273161,-0.15076,3.6968875,1.9227291,-0.074235946,0.27129054,3.828125,5.1875,9.4375,6.208346,-2.6688948,0.062591314,0.93518496,0.6395855
1176,0.35740444,6.6019516,2.5694263,-0.008201071,0.17607903,5.125,6.781555,10.75,5.2359242,-0.12950805,3.6621594,1.913677,-0.0062665916,0.27527046,3.8125,5.187805,8.25,5.476257,-2.9397922,0.09919143,0.2403326,0.4869125
1177,1.0358666,7.264982,2.695363,-0.037253164,0.27308035,5.6875,7.5625,13.0,5.6763062,0.8204546,4.6358156,2.1530945,0.030901352,0.4510789,4.5625,6.25,12.5,6.887402,-2.6291666,0.17799854,1.2110958,0.21541202
1178,0.60135645,5.727636,2.393248,0.016648004,0.14074588,4.84375,6.5,10.875,5.5546336,0.46805343,3.6109238,1.900243,0.035450973,0.2668066,3.891388,5.21875,8.375,5.4284496,-2.116712,0.12606072,-0.12618399,0.13330302
1179,-0.9018278,6.7459674,2.5973,-0.020311376,0.17057443,5.375,7.25,13.25,6.058697,-0.5144488,3.934071,1.9834493,-0.03219194,0.282068,4.0625,5.406555,10.4375,6.459468,-2.8118963,0.11149359,0.40077066,0.387379
1180,-0.5588116,6.50031,2.5495706,-0.05907208,0.22858334,5.15625,7.0,12.1875,5.9227695,-0.18769248,3.7336714,1.932271,-0.09150956,0.31752682,3.875,5.3125,8.0,5.253702,-2.7666385,0.08894348,-0.6690674,0.37111914
1181,-0.40228638,6.84129,2.615586,0.005633997,0.15568066,5.25,7.031555,11.375,5.421386,0.16723262,4.130003,2.0322409,-0.051871937,0.23011708,4.03125,5.4375,8.9375,5.5473948,-2.711287,0.074436426,0.12600899,0.569519
1182,0.82244337,6.6963377,2.5877283,0.113688014,0.19104242,5.375,7.34375,12.75,5.9417562,0.44189596,4.00015,2.0000374,0.1200687,0.3290987,4.0625,5.59375,8.9375,5.558473,-2.6961875,0.13805628,-0.38328314,0.3805474
1183,0.19920468,6.733592,2.5949166,-0.025700143,0.15806603,5.125,6.875,11.375,5.5188074,0.31402734,3.9145308,1.9785173,-0.010986989,0.3626914,4.0,5.406555,10.375,6.5936284,-2.8190613,0.20462537,1.074821,0.114822656
1184,-0.57186866,6.1751943,2.4849937,0.023352722,0.15811014,5.0,6.6875,11.4375,5.6480384,-0.099771045,3.6114333,1.9003772,0.15769695,0.5459926,3.765625,5.125,9.6875,6.482739,-2.563761,0.38788247,0.8347006,0.4720976
